2458382.496 -8.100907e-05
2458382.503 -8.311581e-05
2458382.51 -7.902945e-05
2458382.516 -6.959001e-05
2458382.523 -5.494539e-05
2458382.53 -3.937836e-05
2458382.537 -2.374806e-05
2458382.544 -9.504879e-06
2458382.551 2.161749e-06
2458382.558 1.139502e-05
2458382.565 1.693395e-05
2458382.572 2.262142e-05
2458382.579 2.703767e-05
2458382.586 2.970121e-05
2458382.593 3.008684e-05
2458382.6 3.100005e-05
2458382.607 3.17117e-05
2458382.614 3.15606e-05
2458382.621 3.082052e-05
2458382.628 2.979691e-05
2458382.635 3.013e-05
2458382.641 2.917337e-05
2458382.648 2.914025e-05
2458382.655 2.823366e-05
2458382.662 2.66057e-05
2458382.669 2.475353e-05
2458382.676 2.403087e-05
2458382.683 2.198268e-05
2458382.69 2.099418e-05
2458382.697 1.964632e-05
2458382.704 1.825309e-05
2458382.711 1.689662e-05
2458382.718 1.64458e-05
2458382.725 1.527326e-05
2458382.732 1.357244e-05
2458382.739 1.210479e-05
2458382.746 1.176973e-05
2458382.753 1.084997e-05
2458382.76 9.345837e-06
2458382.766 9.061864e-06
2458382.773 7.305872e-06
2458382.78 6.801436e-06
2458382.787 5.849896e-06
2458382.794 5.04364e-06
2458382.801 3.763228e-06
2458382.808 2.775122e-06
2458382.815 2.155905e-06
2458382.822 1.678069e-06
2458382.829 3.685021e-07
2458382.836 1.647098e-07
2458382.843 -1.26483e-06
2458382.85 -2.460989e-06
2458382.857 -2.515462e-06
2458382.864 -3.055321e-06
2458382.871 -4.414292e-06
2458382.878 -4.28423e-06
2458382.885 -4.790647e-06
2458382.891 -6.07554e-06
2458382.898 -6.33163e-06
2458382.905 -6.145207e-06
2458382.912 -6.755417e-06
2458382.919 -7.605503e-06
2458382.926 -7.936036e-06
2458382.933 -9.088165e-06
2458382.94 -9.221204e-06
2458382.947 -1.051047e-05
2458382.954 -1.066733e-05
2458382.961 -1.056057e-05
2458382.968 -1.177105e-05
2458382.975 -1.185617e-05
2458382.982 -1.245602e-05
2458382.989 -1.241115e-05
2458382.996 -1.404284e-05
2458383.003 -1.347741e-05
2458383.01 -1.434737e-05
2458383.016 -1.411226e-05
2458383.023 -1.454682e-05
2458383.03 -1.511085e-05
2458383.037 -1.541082e-05
2458383.044 -1.599393e-05
2458383.051 -1.598668e-05
2458383.058 -1.642896e-05
2458383.065 -1.654019e-05
2458383.072 -1.573864e-05
2458383.079 -1.656837e-05

